id,tweet,labels,text
7509,"Miguel Basáñez es el nuevo embajador de México en EE UU http://ow.ly/RIN6Z  El Senado lo ratifica, pero critica la falta de experiencia",1,"Miguel Basáñez is the new Ambassador of Mexico in the US http://ow.ly/rin6z The Senate ratifies it, but criticizes the lack of experience"
5046,Five killed and two wounded in Mexico City shootout http://reut.rs/KaRuGr,0,Five killed and two wounded in Mexico City shootout http://reut.rs/KaRuGr
322,Sangeetha - Sorry to know about your husband's accident in Mexico. My office will contact u tommw morning and help.,0,Sangeetha - Sorry to know about your husband's accident in Mexico. My office will contact u tommw morning and help.
3966,VIDEO: Mariachis celebrate their day in Mexico http://bbc.in/sJyNjG,2,VIDEO: Mariachis celebrate their day in Mexico http://bbc.in/sJyNjG
4514,"#Mexico data drop: Reported kidnappings grew in first 9 months of EPN term, by as much as 70% in Morelos state alone: http://www.animalpolitico.com/2013/09/en-9-estados-el-secuestro-aumento-entre-20-y-70/ …",0,"#Mexico data drop: Reported kidnappings grew in first 9 months of EPN term, by as much as 70% in Morelos state alone: http://www.animalpolitico.com/2013/09/en-9-estados-el-secuestro-aumento-entre-20-y-70/ …"
1072,"Mexico, aquí les comparto las fechas de mi gira. Tenemos algo muy bonito preparado para ustedes.… https://t.co/0GNGdO3636",2,"Mexico, here I share the dates of my tour. We have something very nice prepared for you."
1900,Have you seen the 'Yo Mexico' light show on the Zocalo? What are your thoughts about how it presents Mexico's history? DM for an interview!,1,Have you seen the 'Yo Mexico' light show on the Zocalo? What are your thoughts about how it presents Mexico's history? DM for an interview!
6694,Hoy charlamos sobre cómo viajar por México con el periodista Paco Nadal. ¡Envíale tus preguntas! Responde a las 11 http://bit.ly/a7VVuV 0 retweets 1 favorite,2,Today we chat about how to travel through Mexico with journalist Paco Nadal. Send your questions! Answer at 11 http://bit.ly/a7vvuv 0 RETWEETS 1 Favorite
3698,The Rosarito-Ensenada bike ride & seafood in Veracruz are both included in @SFGate's list of #Mexico travel tips: http://bit.ly/yelPRI,2,The Rosarito-Ensenada bike ride & seafood in Veracruz are both included in @SFGate's list of #Mexico travel tips: http://bit.ly/yelPRI
187,Mexico unveils national strategy for Paris climate talks - congratulations to the government on this bold move http://reuters.com/article/2015/03/27/us-climatechange-un-idUSKBN0MN2FP20150327,2,Mexico unveils national strategy for Paris climate talks - congratulations to the government on this bold move http://reuters.com/article/2015/03/27/us-climatechange-un-idUSKBN0MN2FP20150327
5454,"Economy, immigration, drugs on U.S.-Mexican agenda http://link.reuters.com/pyn94k",2,"Economy, immigration, drugs on U.S.-Mexican agenda http://link.reuters.com/pyn94k"
2117,"The Mexican American Princes, in @LAWeekly http://tinyurl.com/ye77fxh where I discuss ""post-Hispanic"" pols without ever using ""Hispanic.""",2,"The Mexican American Princes, in @LAWeekly http://tinyurl.com/ye77fxh where I discuss ""post-Hispanic"" pols without ever using ""Hispanic."""
4637,Mexico opium growers say they have no choice but to plant more acres to meet US heroin demand: http://apne.ws/1x2a6xr,0,Mexico opium growers say they have no choice but to plant more acres to meet US heroin demand: http://apne.ws/1x2a6xr
7122,Un proyecto hotelero amenaza una importante zona protegida en México http://bit.ly/1io1aiK Cabo Pulmo es hogar de un gran arrecife de coral 141 retweets 40 favorites,0,A hotel project threatens an important protected area in Mexico http://bit.ly/1IO1Aik Cabo Pulmo is home to a great coral reef 141 retweets 40 favorites
251,"En mayo presentaremos DIÁLOGO D CONVERSOS en Talca, Rancagua, Chillán, Concepción, y dp BAires, Bogotá y DF México.",2,"In May we will present dialogue d converts in Talca, Rancagua, Chillán, Concepción, and DP Baires, Bogotá and DF Mexico."
4036,FLASH - Tropical storm Alex in Gulf of Mexico has at least moderate chance to become major hurricane - national hurricane center,1,FLASH - Tropical storm Alex in Gulf of Mexico has at least moderate chance to become major hurricane - national hurricane center
1022,"EU & Mexico reach agreement on Trade -Practically all trade in goods will be duty-free
-Committed to implement obligations under Paris Climate Agreement
-1st #EUtrade agreement to tackle corruption",2,"EU & Mexico reach agreement on Trade -Practically all trade in goods will be duty-free
-Committed to implement obligations under Paris Climate Agreement
-1st #EUtrade agreement to tackle corruption"
4819,Protests greet Mexico's Calderon after U.S. killings http://link.reuters.com/jyd24j,0,Protests greet Mexico's Calderon after U.S. killings http://link.reuters.com/jyd24j
3631,VIDEO: Mexico Tourism Industry Seeing Record-Breaking Number of International Tourists http://goo.gl/dpWVR #mexicotoday,1,VIDEO: Mexico Tourism Industry Seeing Record-Breaking Number of International Tourists http://goo.gl/dpWVR #mexicotoday
793,"....The assault on our country at our Southern Border, including the Criminal elements and DRUGS pouring in, is far more important to me, as President, than Trade or the USMCA. Hopefully Mexico will stop this onslaught at their Northern Border. All Democrats fault for weak laws!",0,"....The assault on our country at our Southern Border, including the Criminal elements and DRUGS pouring in, is far more important to me, as President, than Trade or the USMCA. Hopefully Mexico will stop this onslaught at their Northern Border. All Democrats fault for weak laws!"
236,Embaixador Paulo Estivallet de Mesquita conversa agora com a imprensa sobre a viagem do Ministro ao México. Ao vivo: https://pscp.tv/w/1jMJgWABZgbJL,1,Ambassador Paulo Estivallet de Mesquita Conversation now with the press on the journey of the Minister to Mexico. Live: https://pscp.tv/w/1jmjgwabzgbjl
3721,".@JourneyMexico provides an update on the ""Barrios Magicos"" (Magical Neighborhoods) of Mexico City: http://bit.ly/n4waQb #mexicotoday",1,".@JourneyMexico provides an update on the ""Barrios Magicos"" (Magical Neighborhoods) of Mexico City: http://bit.ly/n4waQb #mexicotoday"
4395,Mexico City: Photographer Enrique Metinides on Mexico's dead (Post turned into a print piece in the paper. Thanks guys) http://lat.ms/eHMi6u,1,Mexico City: Photographer Enrique Metinides on Mexico's dead (Post turned into a print piece in the paper. Thanks guys) http://lat.ms/eHMi6u
4421,Mexico abuse victims denounce Vatican as Pope Benedict XVI visits http://latimesblogs.latimes.com/world_now/2012/03/mexico-abuse-victims-denounce-vatican-as-pope-benedict-xvi-visits.html … via @latimesworld,1,Mexico abuse victims denounce Vatican as Pope Benedict XVI visits http://latimesblogs.latimes.com/world_now/2012/03/mexico-abuse-victims-denounce-vatican-as-pope-benedict-xvi-visits.html … via @latimesworld
5384,VIDEO: #MMA Promotion @ufc Looking Expand in Mexico! http://ow.ly/78Ctk @danawhite can we expect an event in 2012? #MexicoToday,2,VIDEO: #MMA Promotion @ufc Looking Expand in Mexico! http://ow.ly/78Ctk @danawhite can we expect an event in 2012? #MexicoToday
1218,RT @VP Check out this video recap of VP Biden’s trip to Mexico City last week: http://www.whitehouse.gov/blog/2013/09/24/board-vice-president-diplomacy-mexico …,2,RT @VP Check out this video recap of VP Biden’s trip to Mexico City last week: http://www.whitehouse.gov/blog/2013/09/24/board-vice-president-diplomacy-mexico …
2866,#Mexico City has a lot more to offer than meets the eye.- Univ. of Nottingham's @impactmagazine #MXUK2015 http://bit.ly/1BmfWwW,2,#Mexico City has a lot more to offer than meets the eye.- Univ. of Nottingham's @impactmagazine #MXUK2015 http://bit.ly/1BmfWwW
3709,Want to get away? See why #MexicoToday contributor @mexicojulie spends her holidays on the beach in Yelapa http://goo.gl/zQzJU,2,Want to get away? See why #MexicoToday contributor @mexicojulie spends her holidays on the beach in Yelapa http://goo.gl/zQzJU
5388,PHOTOS: Pan Am Games 2011 Mascots Having Fun with Attendees at the Jalisco Media Center/Expo Guadalajara http://goo.gl/PPRNO #mexicotoday,2,PHOTOS: Pan Am Games 2011 Mascots Having Fun with Attendees at the Jalisco Media Center/Expo Guadalajara http://goo.gl/PPRNO #mexicotoday
6658,La fiscalía afirma que el asesino del metro de México está cuerdo: El hombre que disparó indiscriminadamente en .. http://bit.ly/EU3LL 0 retweets 0 favorites,0,The Prosecutor's Office states that the murderer of Mexico Metro is sane: the man who shot indiscriminately in .. http://bit.ly/eu3ll 0 retweets 0 favorites
714,"My thoughts and prayers are with #Mexico, #PresidenciaMX @edelamadrid",1,"My thoughts and prayers are with #Mexico, #PresidenciaMX @edelamadrid"
4716,Mexico game ditched after gunfire http://bbc.in/nquYDx,0,Mexico game ditched after gunfire http://bbc.in/nquYDx
3816,"Brazil edge closer to dream of an Olympic football title, easing into final showdown with Mexico http://bit.ly/NhPtZS #London2012 #AFP",1,"Brazil edge closer to dream of an Olympic football title, easing into final showdown with Mexico http://bit.ly/NhPtZS #London2012 #AFP"
1493,Audi prefers to build its own plant in Mexico http://reut.rs/plnseP #mexicotoday,2,Audi prefers to build its own plant in Mexico http://reut.rs/plnseP #mexicotoday
897,"#AHORA | Canciller de México @Lvidegaray: : ""Tomamos la decisión de liberar la importación de quinua boliviana, ya no se importará  de terceros países"" #DiplomaciaDeLosPueblos #BoliviaMéxico",2,"#Ahora | Chancellor of Mexico @Lvidegaray: ""We make the decision to release the import of Bolivian quinoa, it will no longer be imported from third countries"" #diplomaciódelospue # Boliviaméxico"
3539,Photo: Attendees at #MesaAmerica capturing new ways to re-discovering how great #Mexican cuisine is #mexicotoday,1,Photo: Attendees at #MesaAmerica capturing new ways to re-discovering how great #Mexican cuisine is #mexicotoday
7537,Viva la revolución: ciclistas en Ciudad de México luchan por el derecho a circular  con seguridad http://gu.com/p/4e4hq/stw  #GuardianMexico,2,Live the Revolution: Cyclists in Mexico City struggle for the right to circulate with security http://gu.com/p/4e4hq/stw #guardianmexico
3735,RT @Vigilo US Customs: Mexican cartels corrupt border agents http://bit.ly/9hK4dv cartels are infiltrating federal law enforcement agencies.,0,RT @Vigilo US Customs: Mexican cartels corrupt border agents http://bit.ly/9hK4dv cartels are infiltrating federal law enforcement agencies.
7475,"Texas 'affluenza' teen taken into custody in Mexico, official says http://reut.rs/1JGnjU8",0,"Texas 'affluenza' teen taken into custody in Mexico, official says http://reut.rs/1JGnjU8"
6098,Special Report: Mexico's Zetas rewrite drug war in blood,0,Special Report: Mexico's Zetas rewrite drug war in blood
3214,10 million free TVs? It’s election time in Mexico http://nyti.ms/1FwpZRL,1,10 million free TVs? It’s election time in Mexico http://nyti.ms/1FwpZRL
5345,No trace of explosives found at offices of #Mexico oil firm #Pemex - gas blamed for blast which killed 37 http://bbc.in/11MH9X8,0,No trace of explosives found at offices of #Mexico oil firm #Pemex - gas blamed for blast which killed 37 http://bbc.in/11MH9X8
2394,"  MX artist Héctor Sandoval's exhibition ""Syncretism"" will be in #London on July 15. #MXUK2015 http://bit.ly/1QFm7oS ",2,"  MX artist Héctor Sandoval's exhibition ""Syncretism"" will be in #London on July 15. #MXUK2015 http://bit.ly/1QFm7oS "
3041,Dozens Wounded in Gas Explosion at Mexico City Hospital http://nyti.ms/1ERSoCU,0,Dozens Wounded in Gas Explosion at Mexico City Hospital http://nyti.ms/1ERSoCU
6756,Un muerto y diez heridos en una explosión en una refinería al norte de México: Al menos una persona ha muerto y do... http://bit.ly/aDu1VH 6 retweets 0 favorites  Victor Tello and 199 others follow,0,A dead and ten injured in an explosion in a refinery north of Mexico: At least one person has died and ... http://bit.ly/adu1vh 6 retweets 0 favorites Victor Tello and 199 Others Follow
673,There's no better feeling then making someone smile... #I??Mexico https://t.co/OONAxLheAk,2,There's no better feeling then making someone smile... #I??Mexico https://t.co/OONAxLheAk
3829,Officials: One of the oldest panda bears living in captivity has died at Chapultepec Zoo in Mexico City. Xiu Hua was 27 years 10 months old.,2,Officials: One of the oldest panda bears living in captivity has died at Chapultepec Zoo in Mexico City. Xiu Hua was 27 years 10 months old.
2957," Justin Bieber tweets that he has met ""presidente of mexico and his familia."" Mexican president disagrees http://t.gu.com/r04Uo ",1," Justin Bieber tweets that he has met ""presidente of mexico and his familia."" Mexican president disagrees http://t.gu.com/r04Uo "
3063,#PHOTO: Italy's Mario Balotelli (L) celebrates with teammates after scoring vs Mexico http://bit.ly/13M6dkG #confeds,1,#PHOTO: Italy's Mario Balotelli (L) celebrates with teammates after scoring vs Mexico http://bit.ly/13M6dkG #confeds
611,"#Lavrov: „Mexico is Russia’s traditional partner in Latin America and the Caribbean (LAC), relations with which go centuries back“",2,"#Lavrov: „Mexico is Russia’s traditional partner in Latin America and the Caribbean (LAC), relations with which go centuries back“"
6108,U.S. targets assets of Mexico drug boss Guzman's second wife,2,U.S. targets assets of Mexico drug boss Guzman's second wife
4027,"Marine jailed in Mexico for more than six months is ‘highly despondent,’ mental health deteriorating, mom says. http://cnn.it/1qjYVwn",1,"Marine jailed in Mexico for more than six months is ‘highly despondent,’ mental health deteriorating, mom says. http://cnn.it/1qjYVwn"
3899,Mexico hosts Latin America's largest balloon festival. Have YOU been in a hot air balloon? http://bit.ly/t2JOcv #MexicoToday,1,Mexico hosts Latin America's largest balloon festival. Have YOU been in a hot air balloon? http://bit.ly/t2JOcv #MexicoToday
1691,Martha Ruiz Corzo Awarded by National Geographic Society for Conservation Efforts in Mexico http://bit.ly/KnOxQt #mexicotoday @NatGeo,2,Martha Ruiz Corzo Awarded by National Geographic Society for Conservation Efforts in Mexico http://bit.ly/KnOxQt #mexicotoday @NatGeo
1385,Carlos Slim Domit speaks with Dow Jones Newswires at the #B20 Summit #MexicoToday,1,Carlos Slim Domit speaks with Dow Jones Newswires at the #B20 Summit #MexicoToday
1618,Hi @ashleesimpson how would you describe Mexico in three words? Trending worldwide #MexicoEnTresPalabras #mexicotoday,1,Hi @ashleesimpson how would you describe Mexico in three words? Trending worldwide #MexicoEnTresPalabras #mexicotoday
4982,VIDEO: People on both sides of the immigration debate gathered at the Mexican consulate in Houston: http://apne.ws/1pllMca,0,VIDEO: People on both sides of the immigration debate gathered at the Mexican consulate in Houston: http://apne.ws/1pllMca
210,Argentina y #México impulsan su agenda bilateral estratégica http://cancilleria.gob.ar/visita-de-la-canciller-malcorra-mexico…,2,Argentina and # Mexico promote its strategic bilateral agenda http://cancilleria.gob.ar/visita-de-la-canciller-malcorra-mexico ...
6229,"After 20 years of absence, #Mexico will make a surprise return to the #FormulaOne calendar in 2014. http://bit.ly/15JpcAO",1,"After 20 years of absence, #Mexico will make a surprise return to the #FormulaOne calendar in 2014. http://bit.ly/15JpcAO"
4615,"Mexico disarms 1,200 police accused of gang ties http://u.afp.com/cdM via @YahooNews Photo by @mexhector",0,"Mexico disarms 1,200 police accused of gang ties http://u.afp.com/cdM via @YahooNews Photo by @mexhector"
4286,Pueblos Magicos: Explore the Beauty and Culture of Valle de Bravo http://mexicotoday.org/article/pueblos-magicos-explore-beauty-and-culture-valle-de-bravo … via @MexicanAtHeartJ,2,Pueblos Magicos: Explore the Beauty and Culture of Valle de Bravo http://mexicotoday.org/article/pueblos-magicos-explore-beauty-and-culture-valle-de-bravo … via @MexicanAtHeartJ
1033,"109. Sebagai koordinator MIKTA (Mexico, Indonesia, Korea, Turkey, Australia) di tahun 2018, Indonesia akan terus mendorong ekonomi kreatif, sebagai pilar pertumbuhan ekonomi global dan untuk berkontribusi bagi perdamaian dunia. #PPTM2018",2,"109. As a mikta coordinator (Mexico, Indonesia, Korea, Turkey, Australia) in 2018, Indonesia will continue to encourage the creative economy, as a pillar of global economic growth and to contribute to world peace. # PPTM2018."
6686,Un periodista secuestrado y asesinado en el norte de México: Un periodista que fue secuestrado ayer junto a un .. http://bit.ly/8JKvrp 2 retweets 2 favorites,0,A journalist kidnapped and murdered in northern Mexico: A journalist who was kidnapped yesterday next to a .. http://bit.ly/8JKVRP 2 Retweets 2 Favorites
6763,Doce muertos en un nuevo derrumbe por lluvias en México: Al menos doce personas han muerto al derrumbarse un cerro... http://bit.ly/9mhALz 15 retweets 0 favorites,0,Twelve dead in a new collapse for rains in Mexico: At least twelve people have died when collapsing a hill ... http://bit.ly/9mhalz 15 retweets 0 favorites
4474,"Remittances to Mexico rise in May to highest level since October '08 http://www.latimes.com/business/money/la-fi-mo-mexico-remittances-rise-in-may-20120703,0,4132150.story …",2,"Remittances to Mexico rise in May to highest level since October '08 http://www.latimes.com/business/money/la-fi-mo-mexico-remittances-rise-in-may-20120703,0,4132150.story …"
4056,Calderon sparks Mexico drugs row http://bbc.in/oFcqRn,1,Calderon sparks Mexico drugs row http://bbc.in/oFcqRn
6195,"Photos: Brazilian Swimmer @CesarCielo Gets Fitness Test at Pan Am Games in Guadalajara, Mexico http://goo.gl/NpJed #GSSI Lab #mexicotoday",2,"Photos: Brazilian Swimmer @CesarCielo Gets Fitness Test at Pan Am Games in Guadalajara, Mexico http://goo.gl/NpJed #GSSI Lab #mexicotoday"
344,"Thank you GQ ?? #Mexico, I enjoyed ya! ?? https://t.co/Gs3yHDQcSk",2,"Thank you GQ ?? #Mexico, I enjoyed ya! ?? https://t.co/Gs3yHDQcSk"
6372,Austrian forensic experts could shed light on the apparent massacre of 43 Mexican students:  http://reut.rs/144MyBo,0,Austrian forensic experts could shed light on the apparent massacre of 43 Mexican students:  http://reut.rs/144MyBo
2134,"Damn, and what happened to this new media journalist in #Chiapas #Mexico jailed last year for exposing local corruption?http://advocacy.globalvoicesonline.org/2010/11/11/chiapas-warrantless-arrest-of-free-software-activist/ …",0,"Damn, and what happened to this new media journalist in #Chiapas #Mexico jailed last year for exposing local corruption?http://advocacy.globalvoicesonline.org/2010/11/11/chiapas-warrantless-arrest-of-free-software-activist/ …"
6479,Mexican president vows to end hunger for millions http://reut.rs/WCCPIx,2,Mexican president vows to end hunger for millions http://reut.rs/WCCPIx
3371,Gunmen kill mayor of border town in Mexico drug war  http://bit.ly/duHwOw,0,Gunmen kill mayor of border town in Mexico drug war  http://bit.ly/duHwOw
3514,Mexican marines capture top drug lieutenant  http://bit.ly/aO2Nnt,2,Mexican marines capture top drug lieutenant  http://bit.ly/aO2Nnt
7296,Todos los ‘selfies’ del presidente http://cort.as/GXPI La web del Gobierno de México exhibe cientos de autorretratos de Peña Nieto 54 retweets 25 favorites,1,All the 'Selfies' of the President http://cort.as/gxpi The Web of the Government of Mexico exhibits hundreds of self-portraits of Peña Nieto 54 Retweets 25 Favorites
5086,"AP VIDEO: Pope dons sombrero en route to open-air Mass attended by hundreds of thousands in Silao, Mexico: http://apne.ws/H1Pyiz  -RJJ",1,"AP VIDEO: Pope dons sombrero en route to open-air Mass attended by hundreds of thousands in Silao, Mexico: http://apne.ws/H1Pyiz  -RJJ"
3141,Catholic church in Mexico uses exorcism to fight Satan's manifestation in form of violent drug crime http://bbc.in/1evTisj,1,Catholic church in Mexico uses exorcism to fight Satan's manifestation in form of violent drug crime http://bbc.in/1evTisj
5542,"UPDATE: Moderately strong earthquake shook Mexican coast & capital, causing some damage, but no deaths: http://apne.ws/1dsLMyd  -MM",1,"UPDATE: Moderately strong earthquake shook Mexican coast & capital, causing some damage, but no deaths: http://apne.ws/1dsLMyd  -MM"
6400,Mexico says foiled plan to smuggle in Gaddafi son http://reut.rs/tkwAnm,1,Mexico says foiled plan to smuggle in Gaddafi son http://reut.rs/tkwAnm
1428,#Mexico is an increasingly competitive destination for foreign investment. Find out more here: http://bit.ly/1LNPmCx,1,#Mexico is an increasingly competitive destination for foreign investment. Find out more here: http://bit.ly/1LNPmCx
2506,Did you know ‘pan de muerto’ is a great traditional bread made only in #Mexico? Read more here http://bit.ly/W80c0T #mexicotoday,1,Did you know ‘pan de muerto’ is a great traditional bread made only in #Mexico? Read more here http://bit.ly/W80c0T #mexicotoday
3998,Asciende a 130 el saldo de muertos en #México por ciclones tropicales http://bit.ly/18U7DOZ,0,Ascend to 130 the Balance of Dead in # Mexico by tropical cyclones http://bit.ly/18u7doz
1415,.@Mazda to build subcompact cars for @Toyota at Mexican factory in #Guanajuato http://bit.ly/XGrIC9 #mexicotoday #business #investment,2,.@Mazda to build subcompact cars for @Toyota at Mexican factory in #Guanajuato http://bit.ly/XGrIC9 #mexicotoday #business #investment
5219,"#MexicoToday Brand Ambassador @GaliaMoss sailing departure event in #Xcaret is today 12 noon, and we'll be there! http://flic.kr/p/dmYPYX",1,"#MexicoToday Brand Ambassador @GaliaMoss sailing departure event in #Xcaret is today 12 noon, and we'll be there! http://flic.kr/p/dmYPYX"
1819,RT @el_reportero World Cup: Mexico needs to play a lot better than this to be a factor | The Fabulous Forum http://bit.ly/cvOXdu,1,RT @el_reportero World Cup: Mexico needs to play a lot better than this to be a factor | The Fabulous Forum http://bit.ly/cvOXdu
4900,Awesome audio report: A Mexican-born 'American' in Los Angeles talks about his dad being a #PRI man. http://awe.sm/myKH via @kcrw #Mexico,2,Awesome audio report: A Mexican-born 'American' in Los Angeles talks about his dad being a #PRI man. http://awe.sm/myKH via @kcrw #Mexico
297,"During his visit to #Mexico, FM #Steinmeier+colleague @ruizmassieu  sign 15 bilateral agreements on i.a. science coop",2,"During his visit to #Mexico, FM #Steinmeier+colleague @ruizmassieu  sign 15 bilateral agreements on i.a. science coop"
1256,VIDEO: American Entrepreneurs Venture to Mexico for Business Opportunities http://bit.ly/qjTS0G #mexicotoday,2,VIDEO: American Entrepreneurs Venture to Mexico for Business Opportunities http://bit.ly/qjTS0G #mexicotoday
2970,MORE: Ex-Halliburton employee charged with destroying evidence after BP's oil spill in the Gulf of Mexico: http://apne.ws/1eUZehC  -MM,0,MORE: Ex-Halliburton employee charged with destroying evidence after BP's oil spill in the Gulf of Mexico: http://apne.ws/1eUZehC  -MM
6877,López Obrador llama a la desobediencia civil contra Peña Nieto http://ow.ly/dnvYN Rechaza el fallo del tribunal #México @elpais_inter View summary 69 retweets 2 favorites,0,López Obrador calls civil disobedience against Peña Nieto http://ow.ly/dnvyn rejects the ruling of the court # Mexico @elpais_inter view Summary 69 Retweets 2 Favorites
1394,Jeffrey Joerres on @WEF_LatAm: LatAm Workforce Attractive to Foreign Investors http://bit.ly/IRlS86 #mexicotoday @WEF @ManpowerGroup_,2,Jeffrey Joerres on @WEF_LatAm: LatAm Workforce Attractive to Foreign Investors http://bit.ly/IRlS86 #mexicotoday @WEF @ManpowerGroup_
5356,"U.S. knew suspect killed by Mexican marines was drug cartel head before body stolen, U.S. officials say: http://apne.ws/RrwbFp  -RJJ",0,"U.S. knew suspect killed by Mexican marines was drug cartel head before body stolen, U.S. officials say: http://apne.ws/RrwbFp  -RJJ"
4958,Mexico 'headed for strong growth' http://bbc.in/gNzaZQ,2,Mexico 'headed for strong growth' http://bbc.in/gNzaZQ
2551,"At presentation 4 book on Mexico's ""historical claims to United States territory"" speakers reminded: Its good to feel nationalism sometimes.",0,"At presentation 4 book on Mexico's ""historical claims to United States territory"" speakers reminded: Its good to feel nationalism sometimes."
4053,"If anything, the #Z40 capture is bad news for people who live in #Mexico. A capo goes down, a struggle ensues to replace him. Civilians die.",0,"If anything, the #Z40 capture is bad news for people who live in #Mexico. A capo goes down, a struggle ensues to replace him. Civilians die."
4418,"Just FYI, the @whitehouse election-year foreign-policy page doesn't even *mention #Mexico, U.S.'s biggest trading partner, #border ""friend.""",1,"Just FYI, the @whitehouse election-year foreign-policy page doesn't even *mention #Mexico, U.S.'s biggest trading partner, #border ""friend."""
5567,Mexican teachers' union SNTE selects new leader to replace Elba Esther Gordillo who was charged with corruption http://bbc.in/WvcbRj,0,Mexican teachers' union SNTE selects new leader to replace Elba Esther Gordillo who was charged with corruption http://bbc.in/WvcbRj
2398,Look who's here! #MexicoToday's contributor @StayAdventurous welcomed by #FOTB director Mike Slee http://flic.kr/p/de7qT5 @FOButterflies,1,Look who's here! #MexicoToday's contributor @StayAdventurous welcomed by #FOTB director Mike Slee http://flic.kr/p/de7qT5 @FOButterflies
6676,Mueren once personas en México en una nueva jornada de violencia: Al menos once personas han fallecido por caus.. http://bit.ly/4KRvXS 1 retweet 0 favorites,0,Eleven people die in Mexico in a new day of violence: At least eleven people have died per caus .. http://bit.ly/4krvxs 1 retweet 0 favorites
3672,"Inspired by a Trip to Mexico, Entrepreneur Develops Environmentally-friendly Products http://goo.gl/goWoA #mexicotoday #sustainability",2,"Inspired by a Trip to Mexico, Entrepreneur Develops Environmentally-friendly Products http://goo.gl/goWoA #mexicotoday #sustainability"
7446,¿Eres vegetariano? Hay grandes opciones en #Mexico para una comida deliciosa. ¡Chécalo! http://bit.ly/1O10gok,2,Are you vegetarian? There are great options at #Mexico for a delicious meal. Chek out! http://bit.ly/1o10gok.
476,"Tenemos un bajo nivel de exportaciones de alta tecnología (9,5% de total), en México es 14,7% #10IdeasparaelEmprendimiento #ForoCDCartagena",2,"We have a low level of high-tech exports (9.5% of total), in Mexico is 14.7% # 10DeaspreaRemplementation #forocdcartagena"
4134,"#ExtraScene: @VICENews is in Guerrero, Mexico, where protesting students have commandeered toll booths: https://news.vice.com/video/the-missing-43-mexicos-disappeared-students-extra-scene … #Ayotzinapa",0,"#ExtraScene: @VICENews is in Guerrero, Mexico, where protesting students have commandeered toll booths: https://news.vice.com/video/the-missing-43-mexicos-disappeared-students-extra-scene … #Ayotzinapa"
1194,"According to the Global Institute for Sustainability, Mexico ranks 2nd in LATAM for funding projects w carbon credits! http://bit.ly/ucWcg8",2,"According to the Global Institute for Sustainability, Mexico ranks 2nd in LATAM for funding projects w carbon credits! http://bit.ly/ucWcg8"
2589,"Light show in honor of Mexican Revolution wows audiences, but skips parts of history | http://lat.ms/gZeenp #YoMexico #history",1,"Light show in honor of Mexican Revolution wows audiences, but skips parts of history | http://lat.ms/gZeenp #YoMexico #history"
5820,Jalisco’s ‘New Generation’ Is Becoming One of Mexico's Most Powerful and Dangerous Drug Cartels https://news.vice.com/article/jaliscos-new-generation-is-becoming-one-of-mexicos-most-powerful-and-dangerous-drug-cartels … via @vicenews #CJNG,0,Jalisco’s ‘New Generation’ Is Becoming One of Mexico's Most Powerful and Dangerous Drug Cartels https://news.vice.com/article/jaliscos-new-generation-is-becoming-one-of-mexicos-most-powerful-and-dangerous-drug-cartels … via @vicenews #CJNG
6616,Mexico City Journal: Mobile Factory With Hope for a Better Life – Mexico City Journal http://nyti.ms/TBgzyI,2,Mexico City Journal: Mobile Factory With Hope for a Better Life – Mexico City Journal http://nyti.ms/TBgzyI
1757,Hurricane Jimena strengthens off Mexican Pacific http://link.reuters.com/hud93d,1,Hurricane Jimena strengthens off Mexican Pacific http://link.reuters.com/hud93d
7629,NEWFOUNDLAND.; It Is Autonomous and Does Not Favor Confederation.,1,NEWFOUNDLAND.; It Is Autonomous and Does Not Favor Confederation.
3662,"Pueblos Magicos: Once a mining town, Real de Asientos now stands decorated w history, as well as mystery http://bit.ly/TYNzPc #mexicotoday",1,"Pueblos Magicos: Once a mining town, Real de Asientos now stands decorated w history, as well as mystery http://bit.ly/TYNzPc #mexicotoday"
1148,"California man's sailboat hits whale, begins to sink off coast of Mexico; freighter comes to his rescue: http://apne.ws/KMgD9r ",1,"California man's sailboat hits whale, begins to sink off coast of Mexico; freighter comes to his rescue: http://apne.ws/KMgD9r "
6078,Forensic tests on Mexican mass grave identify body of kidnapped Ugandan priest http://bbc.in/11oYflt,0,Forensic tests on Mexican mass grave identify body of kidnapped Ugandan priest http://bbc.in/11oYflt
1855,Mexico Supreme Court orders release of 12 activists jailed since 2006 | La Plaza | Los Angeles Times http://bit.ly/aSUcf0 #atenco #frente,0,Mexico Supreme Court orders release of 12 activists jailed since 2006 | La Plaza | Los Angeles Times http://bit.ly/aSUcf0 #atenco #frente
4127,Search teams hunt for missing oil workers as Tropical Storm #Nate heads toward Mexico's Gulf coast: http://apne.ws/kwrqgC  -CJ,0,Search teams hunt for missing oil workers as Tropical Storm #Nate heads toward Mexico's Gulf coast: http://apne.ws/kwrqgC  -CJ
5473,"An interactive spill tracker shows the growing amount of oil spilled in the Gulf of Mexico, in gallons: http://bit.ly/9G9BPF -EC",0,"An interactive spill tracker shows the growing amount of oil spilled in the Gulf of Mexico, in gallons: http://bit.ly/9G9BPF -EC"
5804,Investigators in Mexico say a deadly attack by suspected drug cartel members in the northern city of Ciudad Ju.. http://bit.ly/cROtiZ,0,Investigators in Mexico say a deadly attack by suspected drug cartel members in the northern city of Ciudad Ju.. http://bit.ly/cROtiZ
